artist,name,url,yt_links,Genre0,Genre1,Genre2,Genre3,Genre4,Genre5,Genre6,Genre7
Lil Tecca,LOT OF ME,https://www.last.fm/music/Lil+Tecca/_/LOT+OF+ME,https://www.youtube.com/watch?v=_5vDT2e1tRk,hip-hop,rap,trap,hip-hop,rap,trap,,
Lil Nas X,Panini,https://www.last.fm/music/Lil+Nas+X/_/Panini,https://www.youtube.com/watch?v=bXcSLI58-h8,trap,pop rap,lil nas x,pop,hip-hop,rap,country rap,
Playboi Carti,NO. 9,https://www.last.fm/music/Playboi+Carti/_/NO.+9,https://www.youtube.com/watch?v=u1u07VAcBAw,trap,southern hip hop,playboi carti,plugg,cloud rap,trap,hip-hop,cloud rap
Famous Dex,Pick It Up (Feat. A$AP Rocky),https://www.last.fm/music/Famous+Dex/_/Pick+It+Up+(Feat.+A$AP+Rocky),https://www.youtube.com/watch?v=X6SaVOLRcF4,hip-hop,rap,trap,asap rocky,famous dex,drill,hip-hop,trap
Mac Miller,Woods,https://www.last.fm/music/Mac+Miller/_/Woods,https://www.youtube.com/watch?v=g8sX6wZHhD0,electronic,synthpop,hip-hop,ambient pop,psychedelic soul,hip-hop,rap,hip hop
RM,tokyo,https://www.last.fm/music/RM/_/tokyo,https://www.youtube.com/watch?v=fXVUTAOravs,rap,hip hop,k-pop,electronic,rap,hip-hop,k-pop,
Arca,Morbo,https://www.last.fm/music/Arca/_/Morbo,https://www.youtube.com/watch?v=wEArtRrrdLk,glitch hop,industrial hip hop,electronic,experimental,ambient,,,
Buffalo Springfield,For What It's Worth,https://www.last.fm/music/Buffalo+Springfield/_/For+What+It%27s+Worth,https://www.youtube.com/watch?v=gp5JCrSXkJY,classic rock,60s,folk rock,rock,folk,classic rock,folk rock,60s
Linkin Park,Breaking the Habit,https://www.last.fm/music/Linkin+Park/_/Breaking+the+Habit,https://www.youtube.com/watch?v=v2H4l9RpkwM,rock,nu metal,alternative rock,alternative,linkin park,rock,nu metal,alternative rock
Kanye West,Family Business,https://www.last.fm/music/Kanye+West/_/Family+Business,https://www.youtube.com/watch?v=JwAjANmjajc,hip-hop,rap,kanye west,hip hop,hip-hop,rap,hip hop,
xxxtentacion,I don't wanna do this anymore,https://www.last.fm/music/xxxtentacion/_/I+don%27t+wanna+do+this+anymore,https://www.youtube.com/watch?v=MwhJ77_Sy4g,hip-hop,rap,hip hop,emo,hip-hop,rap,cloud rap,
Gwen Stefani,Rich Girl,https://www.last.fm/music/Gwen+Stefani/_/Rich+Girl,https://www.youtube.com/watch?v=9rlNpWYQunY,pop,dance,gwen stefani,female vocalists,hip-hop,pop,female vocalists,dance
Drake,Pain 1993 (with Playboi Carti),https://www.last.fm/music/Drake/_/Pain+1993+(with+Playboi+Carti),https://www.youtube.com/watch?v=Q5jnuOCJvK0,hip-hop,rap,drake,trap,playboi carti,hip-hop,rap,rnb
Foo Fighters,Best of You,https://www.last.fm/music/Foo+Fighters/_/Best+of+You,https://www.youtube.com/watch?v=h_L4Rixya64,rock,alternative rock,grunge,foo fighters,alternative,rock,alternative rock,grunge
Kate Bush,Wuthering Heights,https://www.last.fm/music/Kate+Bush/_/Wuthering+Heights,https://www.youtube.com/watch?v=Fk-4lXLM34g,female vocalists,pop,80s,alternative,singer-songwriter,female vocalists,singer-songwriter,alternative
J. Cole,Love Yourz,https://www.last.fm/music/J.+Cole/_/Love+Yourz,https://www.youtube.com/watch?v=Ka4BxFizU7I,hip-hop,j cole,hip hop,hip-hop,rap,hip hop,,
Agust D,Burn It,https://www.last.fm/music/Agust+D/_/Burn+It,https://www.youtube.com/watch?v=XuyQB5rr4oQ,amazing is the basic way to describe this,rap,hip-hop,korean,,,,
Selena Gomez,Hands to Myself,https://www.last.fm/music/Selena+Gomez/_/Hands+to+Myself,https://www.youtube.com/watch?v=FMlcn-_jpWY,pop,sexy,smell of female,thursday,cavern of love,pop,female vocalists,disney
Katy Perry,Unconditionally,https://www.last.fm/music/Katy+Perry/_/Unconditionally,https://www.youtube.com/watch?v=XjwZAa2EjKA,pop,ballad,love at first listen,katy perry,pop,female vocalists,pop rock,
BTS,MIC Drop,https://www.last.fm/music/BTS/_/MIC+Drop,https://www.youtube.com/watch?v=kTlv5_Bs8aw,kpop,bts,k-pop,rap,k-pop,bts,korean,
Radiohead,The National Anthem,https://www.last.fm/music/Radiohead/_/The+National+Anthem,https://www.youtube.com/watch?v=2bGPPBoh9E8,alternative,alternative rock,electronic,rock,radiohead,alternative,rock,alternative rock
ritt momney,Put Your Records On,https://www.last.fm/music/ritt+momney/_/Put+Your+Records+On,https://www.youtube.com/watch?v=qmZ0mV-rHTw,indie,indie pop,cover,dream pop,bedroom pop,indie,indie pop,indie rock
Nirvana,Polly,https://www.last.fm/music/Nirvana/_/Polly,https://www.youtube.com/watch?v=h5cZvNWxnho,grunge,rock,90s,alternative,nirvana,grunge,rock,alternative
Foo Fighters,Learn to Fly,https://www.last.fm/music/Foo+Fighters/_/Learn+to+Fly,https://www.youtube.com/watch?v=1VQ_3sBZEm0,rock,alternative rock,grunge,foo fighters,alternative,rock,alternative rock,grunge
The Beatles,Twist And Shout - Remastered 2009,https://www.last.fm/music/The+Beatles/_/Twist+And+Shout+-+Remastered+2009,https://www.youtube.com/watch?v=2RicaUqd9Hg,classic rock,cover,rock and roll,hot blooded,classic rock,rock,60s,
Owl City,Good Time,https://www.last.fm/music/Owl+City/_/Good+Time,https://www.youtube.com/watch?v=H7HmzwI67ec,pop,electropop,2012,my fave tracks,electronic,indie,powerpop,
taeyeon,Weekend,https://www.last.fm/music/taeyeon/_/Weekend,https://www.youtube.com/watch?v=RmuL-BPFi2Q,k-pop,retro,easy listening,pop,,,,
Christina Perri,A Thousand Years,https://www.last.fm/music/Christina+Perri/_/A+Thousand+Years,https://www.youtube.com/watch?v=rtOvBOTyX00,soundtrack,pop,female vocalists,love at first listen,breaking dawn,pop,female vocalists,singer-songwriter
Cyndi Lauper,Time After Time,https://www.last.fm/music/Cyndi+Lauper/_/Time+After+Time,https://www.youtube.com/watch?v=VdQY7BusJNU,80s,pop,female vocalists,cyndi lauper,pop,80s,female vocalists,
Zedd,Clarity,https://www.last.fm/music/Zedd/_/Clarity,https://www.youtube.com/watch?v=IxxstCcJlsc,electronic,house,love at first listen,pop,electro house,electronic,house,
Madonna,Material Girl,https://www.last.fm/music/Madonna/_/Material+Girl,https://www.youtube.com/watch?v=6p-lDYPR2P8,pop,80s,dance,female vocalists,madonna,pop,dance,80s
Coldplay,My Universe - SUGA's Remix,https://www.last.fm/music/Coldplay/_/My+Universe+-+SUGA%27s+Remix,https://www.youtube.com/watch?v=HwRozlhZeIU,rock,alternative,britpop,alternative rock,indie,alternative,rock,alternative rock
Natasha Bedingfield,Unwritten,https://www.last.fm/music/Natasha+Bedingfield/_/Unwritten,https://www.youtube.com/watch?v=b7k0a5hYnSI,pop,female vocalists,natasha bedingfield,british,pop,female vocalists,british,
Tracy Chapman,Fast Car,https://www.last.fm/music/Tracy+Chapman/_/Fast+Car,https://www.youtube.com/watch?v=AIOAlaACuv4,folk,acoustic,female vocalists,80s,singer-songwriter,folk,female vocalists,singer-songwriter
ABBA,Chiquitita,https://www.last.fm/music/ABBA/_/Chiquitita,None,,,,,,,,
Snail Mail,Ben Franklin,https://www.last.fm/music/Snail+Mail/_/Ben+Franklin,https://www.youtube.com/watch?v=DUU9xxIb91g,lo-fi,2021,indie,indie rock,indie pop,indie,lo-fi,indie rock
King Princess,1950,https://www.last.fm/music/King+Princess/_/1950,https://www.youtube.com/watch?v=LNxWTS25Tbk,indie pop,lgbt,20gayteen,pop,pop,indie pop,indie,
Don Toliver,What You Need,https://www.last.fm/music/Don+Toliver/_/What+You+Need,https://www.youtube.com/watch?v=qFIJHaylMu4,rap,trap,don toliver,cactus jack,psychedelic rnb,rap,trap,hip-hop
Childish Gambino,I. The Worst Guys,https://www.last.fm/music/Childish+Gambino/_/I.+The+Worst+Guys,https://www.youtube.com/watch?v=dwUug-ucBLc,hip-hop,rap,hip-hop,rap,hip hop,,,
Kero Kero Bonito,I'd Rather Sleep,https://www.last.fm/music/Kero+Kero+Bonito/_/I%27d+Rather+Sleep,https://www.youtube.com/watch?v=O-jVOLvatdU,preferia estar dormindo,lendas,tiktokcore,electropop,pop,noise pop,,
Lady Gaga,Always Remember Us This Way,https://www.last.fm/music/Lady+Gaga/_/Always+Remember+Us+This+Way,https://www.youtube.com/watch?v=5vheNbQlsyU,love,pop,best of 2018,soundtrack,pop,dance,electronic,
BTS,Don't Leave Me,https://www.last.fm/music/BTS/_/Don%27t+Leave+Me,https://www.youtube.com/watch?v=Cz6BUM4F2tY,bts,japanese,k-pop,bts,korean,,,
Twenty One Pilots,Heavydirtysoul,https://www.last.fm/music/Twenty+One+Pilots/_/Heavydirtysoul,https://www.youtube.com/watch?v=r_9Kf0D5BTs,indie,alternative,rock,rap,alternative,electronic,indie,
Vince Staples,LAW OF AVERAGES,https://www.last.fm/music/Vince+Staples/_/LAW+OF+AVERAGES,https://www.youtube.com/watch?v=oTri3zbX-R8,wonky,gangsta rap,west coast hip hop,hip-hop,rap,hip hop,,
WAYV,Love Talk - English Version,https://www.last.fm/music/WAYV/_/Love+Talk+-+English+Version,None,,,,,,,,
Dua Lipa,Kiss and Make Up,https://www.last.fm/music/Dua+Lipa/_/Kiss+and+Make+Up,https://www.youtube.com/watch?v=AX3Bsiq-13k,pop,blackpink,dance,k-pop,pop,synthpop,british,
Alexander 23,IDK You Yet,https://www.last.fm/music/Alexander+23/_/IDK+You+Yet,https://www.youtube.com/watch?v=LoY6nmmjnHM,pop,indie,indie pop,yearning,suadade,pop,indie,usa
The Neighbourhood,Scary Love,https://www.last.fm/music/The+Neighbourhood/_/Scary+Love,https://www.youtube.com/watch?v=zTIoErJmsp4,indie,electropop,alternative,synthpop,indie,indie rock,indie pop,
Phantogram,Black Out Days,https://www.last.fm/music/Phantogram/_/Black+Out+Days,https://www.youtube.com/watch?v=a0ul-BghOAs,indie pop,indie,psychedelic,indietronica,trip-hop,electronic,indie,
Drake,In The Bible (with Lil Durk & Giveon),https://www.last.fm/music/Drake/_/In+The+Bible+(with+Lil+Durk+&+Giveon),https://www.youtube.com/watch?v=eEdVtJW_PwE,rap,hip hop,drake,pop rap,alternative rnb,hip-hop,rap,rnb
BLACKPINK,Crazy Over You,https://www.last.fm/music/BLACKPINK/_/Crazy+Over+You,https://www.youtube.com/watch?v=u7rKGj13pAs,2020,2020s,k-pop,kpop,pop,,,
Elton John,Don't Go Breaking My Heart,https://www.last.fm/music/Elton+John/_/Don%27t+Go+Breaking+My+Heart,https://www.youtube.com/watch?v=z0qW9P-uYfM,pop,70s,rock,duets,pop,classic rock,rock,
JPEGMAFIA,NEMO!,https://www.last.fm/music/JPEGMAFIA/_/NEMO%21,https://www.youtube.com/watch?v=QFTUtmcW3e4,hip-hop,experimental,glitch hop,experimental hip-hop,rap,hip-hop,experimental,glitch hop
Halsey,Colors,https://www.last.fm/music/Halsey/_/Colors,https://www.youtube.com/watch?v=6gkZGJG-yps,bts,kpop,k-pop,bts,korean,,,
BTS,Don't Leave Me,https://www.last.fm/music/BTS/_/Don%27t+Leave+Me,https://www.youtube.com/watch?v=vx2u5uUu3DE,rock,hard rock,classic rock,bon jovi,80s,rock,hard rock,classic rock
Don Toliver,What You Need,https://www.last.fm/music/Don+Toliver/_/What+You+Need,https://www.youtube.com/watch?v=KBtk5FUeJbk,electronic,trip hop,downtempo,introvert,,,,
Eminem,Rap God,https://www.last.fm/music/Eminem/_/Rap+God,https://www.youtube.com/watch?v=JGulAZnnTKA,pop,alternative,pop,indie pop,indie,,,
Dead or Alive,You Spin Me Round (Like a Record),https://www.last.fm/music/Dead+or+Alive/_/You+Spin+Me+Round+(Like+a+Record),https://www.youtube.com/watch?v=rTVjnBo96Ug,soul,7soul,60s,oldies,rhythm and blues,soul,rhythm and blues,60s
Cher,Believe,https://www.last.fm/music/Cher/_/Believe,None,,,,,,,,
Frank Sinatra,Fly Me to the Moon (In Other Words),https://www.last.fm/music/Frank+Sinatra/_/Fly+Me+to+the+Moon+(In+Other+Words),https://www.youtube.com/watch?v=XbGs_qK2PQA,rap,hip-hop,hip hop,fast rap,rap,hip-hop,eminem,
BTS,A Brand New Day (BTS World Original Soundtrack) [Pt. 2],https://www.last.fm/music/BTS/_/A+Brand+New+Day+(BTS+World+Original+Soundtrack)+%5BPt.+2%5D,https://www.youtube.com/watch?v=RM7lw0Ovzq0,rap,hip-hop,hot,jazz rap,hip-hop,rap,hip hop,
Thirty Seconds to Mars,The Kill,https://www.last.fm/music/Thirty+Seconds+to+Mars/_/The+Kill,https://www.youtube.com/watch?v=ZEcqHA7dbwM,swing,jazz,oldies,easy listening,frank sinatra,jazz,swing,christmas
Jay-Z,The Story of O.J.,https://www.last.fm/music/Jay-Z/_/The+Story+of+O.J.,https://www.youtube.com/watch?v=XKQNJzquduI,alternative rnb,pop,rnb,soul,hip-hop,,,
Vince Staples,LAW OF AVERAGES,https://www.last.fm/music/Vince+Staples/_/LAW+OF+AVERAGES,https://www.youtube.com/watch?v=nIxxdRaWoBs,,,,,,,,
WAYV,Love Talk - English Version,https://www.last.fm/music/WAYV/_/Love+Talk+-+English+Version,https://www.youtube.com/watch?v=188lJwrhmic,2018,perfection,hip-hop,rap,ofwgkta,,,
sub urban,Cradles,https://www.last.fm/music/sub+urban/_/Cradles,https://www.youtube.com/watch?v=QZXc39hT8t4,rap,hip-hop,gangsta rap,dr dre,hip hop,hip-hop,rap,gangsta rap
Drake,In The Bible (with Lil Durk & Giveon),https://www.last.fm/music/Drake/_/In+The+Bible+(with+Lil+Durk+&+Giveon),https://www.youtube.com/watch?v=MA3aKUwu-Dk,60s,classic rock,rock,psychedelic,mellow,rock,psychedelic,classic rock
RM,tokyo,https://www.last.fm/music/RM/_/tokyo,https://www.youtube.com/watch?v=_K3FVfge7Ao,k-pop,kpop,jungkook,pop,k-pop,bts,korean,
Tame Impala,The Moment,https://www.last.fm/music/Tame+Impala/_/The+Moment,None,,,,,,,,
Chance the Rapper,Cocoa Butter Kisses,https://www.last.fm/music/Chance+the+Rapper/_/Cocoa+Butter+Kisses,https://www.youtube.com/watch?v=BqZ6sRHpWIk,60s,oldies,classic rock,rock,pop,60s,classic rock,oldies
NCT U,OK!,https://www.last.fm/music/NCT+U/_/OK%21,https://www.youtube.com/watch?v=_opF2Dn6Fk4,psychedelic rock,psychedelic pop,psychedelic rock,psychedelic,indie rock,,,
The Turtles,Happy Together,https://www.last.fm/music/The+Turtles/_/Happy+Together,https://www.youtube.com/watch?v=k3-fAXbCa44,trap,chance the rapper,lil uzi vert,juice wrld,drill,hip-hop,rap,
Snail Mail,Ben Franklin,https://www.last.fm/music/Snail+Mail/_/Ben+Franklin,https://www.youtube.com/watch?v=yqwYgpnCRGA,pop rock,rock,power pop,2020,pop,female vocalists,dance,
Agust D,Burn It,https://www.last.fm/music/Agust+D/_/Burn+It,https://www.youtube.com/watch?v=ImIESKQKKJo,alternative,80s,alternative rock,indie,rock,alternative,alternative rock,rock
Miley Cyrus,WTF Do I Know,https://www.last.fm/music/Miley+Cyrus/_/WTF+Do+I+Know,https://www.youtube.com/watch?v=l3Cj7Esqr0c,rap,guitar,hip-hop,amazing,gangsta,rap,hip-hop,trap
Violent Femmes,Blister In The Sun,https://www.last.fm/music/Violent+Femmes/_/Blister+In+The+Sun,https://www.youtube.com/watch?v=Ejrp9f5bJS4,rap,atlanta,trap,playboi carti,trap,hip-hop,cloud rap,
Frank Ocean,Provider,https://www.last.fm/music/Frank+Ocean/_/Provider,https://www.youtube.com/watch?v=lcOxhH8N3Bo,80s,pop,female vocalists,ballad,rock,pop,80s,female vocalists
Playboi Carti,Pull Up,https://www.last.fm/music/Playboi+Carti/_/Pull+Up,https://www.youtube.com/watch?v=6KJtcZ803W4,indie pop,indie,dream pop,indie pop,indie rock,indie,,
boy pablo,"Dance, Baby!","https://www.last.fm/music/boy+pablo/_/Dance,+Baby%21",https://www.youtube.com/watch?v=83ylHVFqQs0,indie rock,rock,indie rock,indie,rock,,,
The Velvet Underground,Pale Blue Eyes,https://www.last.fm/music/The+Velvet+Underground/_/Pale+Blue+Eyes,https://www.youtube.com/watch?v=JRoam571b58,rnb, hip-hop,rnb,neo-soul,soul,,,
Lana Del Rey,Let Me Love You Like a Woman,https://www.last.fm/music/Lana+Del+Rey/_/Let+Me+Love+You+Like+a+Woman,https://www.youtube.com/watch?v=u7GAXfrajHc,rnb,soul,hip-hop,hip,pop,rnb,female vocalists,
The Vamps,Somebody to You,https://www.last.fm/music/The+Vamps/_/Somebody+to+You,https://www.youtube.com/watch?v=MPbUaIZAaeA,d minor,love this,extensive vamping,minor key tonality,prominent organ,pop,canadian,male vocalists
Machine Girl,Ghost,https://www.last.fm/music/Machine+Girl/_/Ghost,https://www.youtube.com/watch?v=skHbZBsS7hM,indie,alternative,indie pop,acoustic,billie eilish,pop,indie pop,electropop
G Herbo,PTSD,https://www.last.fm/music/G+Herbo/_/PTSD,https://www.youtube.com/watch?v=XKaMUm7YwZc,country,pop,female vocalists,singer-songwriter,acoustic,pop,country,female vocalists
Luísa Sonza,INTERE$$EIRA,https://www.last.fm/music/Lu%C3%ADsa+Sonza/_/INTERE$$EIRA,https://www.youtube.com/watch?v=88sARuFu-tc,80s,new wave,synthpop,pop,new wave,80s,synthpop,
Megan Thee Stallion,Girls In The Hood,https://www.last.fm/music/Megan+Thee+Stallion/_/Girls+In+The+Hood,https://www.youtube.com/watch?v=jdbQYDkNjfk,hip-hop,west coast hip hop,conscious hip hop,soul,hip-hop,rap,hip hop,
Katy Perry,Never Really Over,https://www.last.fm/music/Katy+Perry/_/Never+Really+Over,None,,,,,,,,
Baby Keem,scars,https://www.last.fm/music/Baby+Keem/_/scars,https://www.youtube.com/watch?v=Nj9QqP-ce4E,2020,singer-songwriter,indie pop,picsart,indie,female vocalists,pop,
Kendrick Lamar,Fear.,https://www.last.fm/music/Kendrick+Lamar/_/Fear.,https://www.youtube.com/watch?v=GBEmamnY-x0,electronic,experimental,breakcore,idm,vaporwave,breakcore,idm,digital hardcore
The Mountain Goats,No Children,https://www.last.fm/music/The+Mountain+Goats/_/No+Children,https://www.youtube.com/watch?v=W5u3kP85LYI,pop,pop rock,ancient dreams in a modern land,rock,indie,pop,female vocalists,indie pop
Halsey,You should be sad,https://www.last.fm/music/Halsey/_/You+should+be+sad,https://www.youtube.com/watch?v=0go2nfVXFgA,pop,indie pop,pop,pop rock,british,,,
Led Zeppelin,Black Dog - Remaster,https://www.last.fm/music/Led+Zeppelin/_/Black+Dog+-+Remaster,https://www.youtube.com/watch?v=KuliCkN2oic,alternative,epic,anthem,art rock,alternative,rock,indie,
Bo Burnham,Goodbye,https://www.last.fm/music/Bo+Burnham/_/Goodbye,https://www.youtube.com/watch?v=bFDzhKdrN9M,pop,hino,pop,british,female vocalists,,,
Stromae,Alors On Danse - Radio Edit,https://www.last.fm/music/Stromae/_/Alors+On+Danse+-+Radio+Edit,https://www.youtube.com/watch?v=irDtV3nfBQw,folk,indie,moral orel,singer-songwriter,folk,indie,lo-fi,
Luísa Sonza,penhasco.,https://www.last.fm/music/Lu%C3%ADsa+Sonza/_/penhasco.,https://www.youtube.com/watch?v=8nBFqZppIF0,2020,country,country pop,indie pop,pop,indie pop,indie,
Pop Smoke,The Woo (feat. 50 Cent & Roddy Ricch),https://www.last.fm/music/Pop+Smoke/_/The+Woo+(feat.+50+Cent+&+Roddy+Ricch),https://www.youtube.com/watch?v=TA9deCtUNGM,comedy,acoustic,piano,youtube,comedy,acoustic,piano,
Coldplay,Let Somebody Go,https://www.last.fm/music/Coldplay/_/Let+Somebody+Go,https://www.youtube.com/watch?v=nKoP1URluiY,50 cent,roddy ricch,pop smoke,rap,hip-hop,drill,,
Juice WRLD,Hide (feat. Seezyn),https://www.last.fm/music/Juice+WRLD/_/Hide+(feat.+Seezyn),https://www.youtube.com/watch?v=TbJE-KVZvTA,electropop,glitch pop,bubblegum bass,2020,pop,pop,synthpop,electronic
Father John Misty,REAL LOVE BABY,https://www.last.fm/music/Father+John+Misty/_/REAL+LOVE+BABY,https://www.youtube.com/watch?v=PU3O4Nxuu5E,indie rock,alternative rock,rock,garage rock,alternative,indie rock,indie,rock
Panic! at the Disco,House of Memories,https://www.last.fm/music/Panic%21+at+the+Disco/_/House+of+Memories,https://www.youtube.com/watch?v=EptPhiK_q0E,letsomebodygo,coldplayxselenagomez,alternative,rock,alternative rock,,,
A Tribe Called Quest,Electric Relaxation,https://www.last.fm/music/A+Tribe+Called+Quest/_/Electric+Relaxation,https://www.youtube.com/watch?v=2KPEHohJMuw,classic rock,hard rock,rock,70s,progressive rock,classic rock,hard rock,rock
Migos,Bad and Boujee (Feat. Lil Uzi Vert),https://www.last.fm/music/Migos/_/Bad+and+Boujee+(Feat.+Lil+Uzi+Vert),https://www.youtube.com/watch?v=5J4ms4gcHrk,dream pop,indie pop,indie,lo-fi,dream pop,indie pop,indie,
Polo G,Pop Out (feat. Lil Tjay),https://www.last.fm/music/Polo+G/_/Pop+Out+(feat.+Lil+Tjay),None,,,,,,,,
Pop Smoke,Hello (feat. A Boogie wit da Hoodie),https://www.last.fm/music/Pop+Smoke/_/Hello+(feat.+A+Boogie+wit+da+Hoodie),https://www.youtube.com/watch?v=IN0OcUvGb60,a boogie wit da hoodie,pop smoke,rap,hip-hop,drill,,,
Nas,The World Is Yours,https://www.last.fm/music/Nas/_/The+World+Is+Yours,https://www.youtube.com/watch?v=e5PnuIRnJW8,hip-hop,hip hop,rap,nas,classic,hip-hop,rap,hip hop
John Lennon,Imagine - Remastered 2010,https://www.last.fm/music/John+Lennon/_/Imagine+-+Remastered+2010,https://www.youtube.com/watch?v=VOgFZfRVaww,rock,jazz,pop,blues,classic rock,rock,singer-songwriter,
Lorde,Sober II (Melodrama),https://www.last.fm/music/Lorde/_/Sober+II+(Melodrama),https://www.youtube.com/watch?v=Y8j-PqSFHcc,trap,pop,art pop,alternative,pop,indie pop,electronic,
Pop Smoke,Mood Swings (feat. Lil Tjay),https://www.last.fm/music/Pop+Smoke/_/Mood+Swings+(feat.+Lil+Tjay),https://www.youtube.com/watch?v=mM8ostx0Ub8,lil tjay,pop smoke,hip-hop,rnb,rap,hip-hop,drill,
Serena Isioma,Sensitive,https://www.last.fm/music/Serena+Isioma/_/Sensitive,https://www.youtube.com/watch?v=GRcoqA93UQo,rnb,soul,american,rnb,soul,american,,
Young Thug,The London (feat. J. Cole & Travis Scott),https://www.last.fm/music/Young+Thug/_/The+London+(feat.+J.+Cole+&+Travis+Scott),https://www.youtube.com/watch?v=G8Hp-AKrfm0,travis scott,j cole,trap,rap,young thug,hip-hop,trap,rap
Harry Styles,Canyon Moon,https://www.last.fm/music/Harry+Styles/_/Canyon+Moon,https://www.youtube.com/watch?v=TQT3a1qCUuM,pop,rock,alternative,indie pop,rock,pop,alternative,
The Weeknd,Earned It (Fifty Shades of Grey),https://www.last.fm/music/The+Weeknd/_/Earned+It+(Fifty+Shades+of+Grey),https://www.youtube.com/watch?v=waU75jdUnYw,romantic,soul,rnb,r&b,rnb,electronic,canadian,
