artist,name,url,yt_links,Genre0,Genre1,Genre2,Genre3,Genre4,Genre5,Genre6,Genre7
ECCO2k,Calcium,https://www.last.fm/music/ECCO2k/_/Calcium,https://www.youtube.com/watch?v=5XJLdu5qAhM,cloud rap,beautiful,experimental rap,drugs,cloud rap,ambient pop,alternative rnb,
The Doors,Light My Fire,https://www.last.fm/music/The+Doors/_/Light+My+Fire,https://www.youtube.com/watch?v=qoX6AKuYWL8,classic rock,psychedelic rock,60s,rock,psychedelic,classic rock,psychedelic rock,rock
My Chemical Romance,House of Wolves,https://www.last.fm/music/My+Chemical+Romance/_/House+of+Wolves,https://www.youtube.com/watch?v=woalhgxmnDo,rock,alternative rock,alternative,emo,punk rock,rock,alternative,punk rock
The Neighbourhood,Compass,https://www.last.fm/music/The+Neighbourhood/_/Compass,https://www.youtube.com/watch?v=j56dEcq7ryo,indie,electropop,indie pop,alternative,indie,indie rock,indie pop,
Baby Keem,booman,https://www.last.fm/music/Baby+Keem/_/booman,https://www.youtube.com/watch?v=Q3oIiiCFCSw,rap,salsa,baby keem,latin trap,rap,hip-hop,trap,
Travis Scott,3500 (feat. Future & 2 Chainz),https://www.last.fm/music/Travis+Scott/_/3500+(feat.+Future+&+2+Chainz),https://www.youtube.com/watch?v=3qNaoLgHU94,,,,,,,,
Bruno Mars,Versace on the Floor,https://www.last.fm/music/Bruno+Mars/_/Versace+on+the+Floor,https://www.youtube.com/watch?v=-FyjEnoIgTM,rnb,sexy,ballad,soul,pop,pop,rnb,male vocalists
Kanye West,Never Let Me Down,https://www.last.fm/music/Kanye+West/_/Never+Let+Me+Down,https://www.youtube.com/watch?v=p4NvOKy7GOU,hip hop,rap,kanye west,hip-hop,hip-hop,rap,hip hop,
Kanye West,Never Let Me Down,https://www.last.fm/music/Kanye+West/_/Never+Let+Me+Down,https://www.youtube.com/watch?v=Zn8ohtUY44g,bas,smokepurpp,jid,ski mask the slump god,rap,hip-hop,hip hop,
Lana Del Rey,Black Beauty,https://www.last.fm/music/Lana+Del+Rey/_/Black+Beauty,https://www.youtube.com/watch?v=Eo-KmOd3i7s,pop,90s,dance,boybands,nsync,pop,boybands,90s
Bruno Mars,Versace on the Floor,https://www.last.fm/music/Bruno+Mars/_/Versace+on+the+Floor,https://www.youtube.com/watch?v=KY44zvhWhp4,,,,,,,,
Pabllo Vittar,Ultra Som,https://www.last.fm/music/Pabllo+Vittar/_/Ultra+Som,https://www.youtube.com/watch?v=bc0KhhjJP98,rock,70s,funk,tiktok,f is for family,classic rock,rock,70s
"Grover Washington, Jr.",Just The Two Of Us,"https://www.last.fm/music/Grover+Washington,+Jr./_/Just+The+Two+Of+Us",https://www.youtube.com/watch?v=6dOwHzCHfgA,80s,pop,new wave,rock,80s,new wave,pop,
bôa,Twilight,https://www.last.fm/music/b%C3%B4a/_/Twilight,https://www.youtube.com/watch?v=1qJU8G7gR_g,soul,jazz,blues,female vocalists,love,blues,soul,jazz
The Beatles,Octopus's Garden - Remastered 2009,https://www.last.fm/music/The+Beatles/_/Octopus%27s+Garden+-+Remastered+2009,https://www.youtube.com/watch?v=efwkzobSviA,alternative,indie,pop,indie pop,indie,female vocalists,pop,
ECCO2k,Calcium,https://www.last.fm/music/ECCO2k/_/Calcium,https://www.youtube.com/watch?v=NTfYYRGTB3g,pop,summer,psychedelic pop,rock,psychedelic rock,psychedelic,indie rock,
My Chemical Romance,House of Wolves,https://www.last.fm/music/My+Chemical+Romance/_/House+of+Wolves,https://www.youtube.com/watch?v=QvazZScuexs,rock,female vocalist,alternative rock,british,alternative rock,alternative,rock,
Giveon,Stuck On You,https://www.last.fm/music/Giveon/_/Stuck+On+You,https://www.youtube.com/watch?v=v8oqbWrP1QY,smooth jazz,jazz,soul,saxophone,jazz,smooth jazz,saxophone,
Baekhyun,Bambi,https://www.last.fm/music/Baekhyun/_/Bambi,https://www.youtube.com/watch?v=tRAcoJdb9Yg,grunge,rock,90s,alternative rock,grunge,alternative rock,rock,
Jay-Z,Run This Town,https://www.last.fm/music/Jay-Z/_/Run+This+Town,https://www.youtube.com/watch?v=1eZZBZLNpNU,the gods we can touch,indie,alternative,singer-songwriter,art pop,synthpop,indie pop,
1NONLY,Stay With Me,https://www.last.fm/music/1NONLY/_/Stay+With+Me,https://www.youtube.com/watch?v=BKLVpDTZOPQ,synthpop,dance-pop,electro-disco,psychedelic,indie,indie pop,alternative,
JPEGMAFIA,"Jesus Forgive Me, I Am A Thot","https://www.last.fm/music/JPEGMAFIA/_/Jesus+Forgive+Me,+I+Am+A+Thot",https://www.youtube.com/watch?v=UZwi9SHgzGY,2010s,2019,pop,juice wrld,ellie goulding,electronic,female vocalists,british
Drake,You Only Live Twice (with Lil Wayne & Rick Ross),https://www.last.fm/music/Drake/_/You+Only+Live+Twice+(with+Lil+Wayne+&+Rick+Ross),https://www.youtube.com/watch?v=sGJc9c3WLJM,rnb,downtempo,art pop,alternative rnb,hip-hop,rap,hip hop,
The Neighbourhood,Nervous,https://www.last.fm/music/The+Neighbourhood/_/Nervous,https://www.youtube.com/watch?v=U1gZSpKwv8A,pop,cover,beautiful,acapella,pop,rnb,female vocalists,
D. Savage,Opera,https://www.last.fm/music/D.+Savage/_/Opera,https://www.youtube.com/watch?v=ETecZsoA0jo,soundcloud rap,soundcloud rap,phonk,banned,,,,
Rebzyyx,all I want is you,https://www.last.fm/music/Rebzyyx/_/all+I+want+is+you,https://www.youtube.com/watch?v=8M3WUaeIbOk,kpop,mpb,sleep music,pure talent,main pop boy,k-pop,korean,rnb
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),https://www.last.fm/music/DJ+Khaled/_/Wild+Thoughts+(feat.+Rihanna+&+Bryson+Tiller),https://www.youtube.com/watch?v=a7VTwyNZgg4,folk,singer-songwriter,indie,indie folk,acoustic,folk,indie,singer-songwriter
Blur,Girls & Boys,https://www.last.fm/music/Blur/_/Girls+&+Boys,https://www.youtube.com/watch?v=RDzyyTHLQfo,electronic,experimental,neoperreo,reggaeton,electronic,experimental,ambient,
Aurora,Heathens,https://www.last.fm/music/Aurora/_/Heathens,https://www.youtube.com/watch?v=baeaH9eE5XM,alternative,hip-hop,psychedelic,hip hop,hip-hop,rap,hip hop,
slowthai,MAZZA (feat. A$AP Rocky),https://www.last.fm/music/slowthai/_/MAZZA+(feat.+A$AP+Rocky),https://www.youtube.com/watch?v=q-eRnchhJc4,experimental,abstract hip-hop,experimental hip-hop,hip-hop,rap,ofwgkta,,
Baby Keem,booman,https://www.last.fm/music/Baby+Keem/_/booman,https://www.youtube.com/watch?v=mjd5fSPjZLQ,experimental hip hop,rap,glitch hop,hip hop,hip-hop,experimental,glitch hop,
Kid Cudi,GHOST!,https://www.last.fm/music/Kid+Cudi/_/GHOST%21,https://www.youtube.com/watch?v=XTDH7gSqwiQ,indie,alternative,rock,rap,indie,indie rock,indie pop,
Arca,Lethargy,https://www.last.fm/music/Arca/_/Lethargy,https://www.youtube.com/watch?v=5VHejd48VcU,scenecore,glitchcore,digicore,hyperpop,scenecore,glitchcore,digicore,
Tion Wayne,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","https://www.last.fm/music/Tion+Wayne/_/Body+(Remix)+%5Bfeat.+ArrDee,+E1+(3x3),+ZT+(3x3),+Bugzy+Malone,+Buni,+Fivio+Foreign+&+Darkoo%5D",https://www.youtube.com/watch?v=IgbEWdObQAQ,indie rock,rock,indie,alternative rock,alternative,indie rock,indie,rock
Brooksie,Not Into You,https://www.last.fm/music/Brooksie/_/Not+Into+You,https://www.youtube.com/watch?v=WDswiT87oo8,britpop,90s,british,rock,indie,britpop,rock,indie
Charli XCX,Gone,https://www.last.fm/music/Charli+XCX/_/Gone,https://www.youtube.com/watch?v=ZJxpjJea3g4,,,,,,,,
Beyoncé,7/11,https://www.last.fm/music/Beyonc%C3%A9/_/7%2F11,https://www.youtube.com/watch?v=chSZCtLrgz8,pop,electropop,synthpop,electronic,pop,synthpop,electronic,
Taylor Swift,Red,https://www.last.fm/music/Taylor+Swift/_/Red,https://www.youtube.com/watch?v=q2Lhjm6lyPs,indie,pop,indie pop,female vocalists,pop,indie,female vocalists,
Miley Cyrus,Gimme What I Want,https://www.last.fm/music/Miley+Cyrus/_/Gimme+What+I+Want,https://www.youtube.com/watch?v=mvtpGspVHgs,abstract hip-hop,conscious rap,3-24-19,hip-hop,rap,ofwgkta,,
Mitski,Texas Reznikoff,https://www.last.fm/music/Mitski/_/Texas+Reznikoff,https://www.youtube.com/watch?v=nKcyez8NBwM,pop rock,rock,industrial rock,pop,pop,female vocalists,dance,
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),https://www.last.fm/music/Fifth+Harmony/_/Work+from+Home+(feat.+Ty+Dolla+$ign),https://www.youtube.com/watch?v=zTtGSH0adio,bagel,indie rock,indie,indie pop,,,,
YBN Nahmir,Opp Stoppa (feat. 21 Savage),https://www.last.fm/music/YBN+Nahmir/_/Opp+Stoppa+(feat.+21+Savage),https://www.youtube.com/watch?v=HG_ZC9N_4NM,indie,alternative,hip-hop,emo,indie,alternative,hip-hop,
Magdalena Bay,Mercurial World,https://www.last.fm/music/Magdalena+Bay/_/Mercurial+World,https://www.youtube.com/watch?v=LP_9wdn7Spo,glitch hop,avant-garde,deconstructed club,electronic,experimental,ambient,,
Lykke Li,sex money feelings die,https://www.last.fm/music/Lykke+Li/_/sex+money+feelings+die,https://www.youtube.com/watch?v=SLdCV3nIiEI,pop,electropop,synthpop,electronic,synthpop,electropop,indie pop,
Prince,Purple Rain,https://www.last.fm/music/Prince/_/Purple+Rain,https://www.youtube.com/watch?v=FEedNOyTreE,xmas,blues,soul,jazz,,,,
Shakira,Can't Remember to Forget You (feat. Rihanna),https://www.last.fm/music/Shakira/_/Can%27t+Remember+to+Forget+You+(feat.+Rihanna),https://www.youtube.com/watch?v=BFD9Chg2Nmw,indie pop,indie,2018,pop,trap,indie pop,swedish,female vocalists
Michael Bublé,Blue Christmas,https://www.last.fm/music/Michael+Bubl%C3%A9/_/Blue+Christmas,https://www.youtube.com/watch?v=o3mP3mJDL2k,pop,reggae,2014,rock,pop,latin,female vocalists,
mothica,buzzkill,https://www.last.fm/music/mothica/_/buzzkill,https://www.youtube.com/watch?v=xZOmsK74-c0,roddy ricch,gunna,hip-hop,rap,trap,,,
Ellie Goulding,Hate Me (with Juice WRLD),https://www.last.fm/music/Ellie+Goulding/_/Hate+Me+(with+Juice+WRLD),https://www.youtube.com/watch?v=s7tnTucP1UM,indie rock,favorites of 2018,indie,lo-fi,indie rock,,,
Flo Milli,Beef Flomix,https://www.last.fm/music/Flo+Milli/_/Beef+Flomix,https://www.youtube.com/watch?v=8DHBm1pk8IQ,hip-hop,rnb,canadian,rap,hip-hop,rnb,canadian,
Lit,My Own Worst Enemy,https://www.last.fm/music/Lit/_/My+Own+Worst+Enemy,https://www.youtube.com/watch?v=5gga8E43clk,electronic,house,dance,edm,electronic,lithuanian,,
Aminé,NEO,https://www.last.fm/music/Amin%C3%A9/_/NEO,https://www.youtube.com/watch?v=XEEasR7hVhA,nu metal,metal,alternative metal,2014,nu metal,metal,heavy metal,
The Strokes,The Modern Age,https://www.last.fm/music/The+Strokes/_/The+Modern+Age,https://www.youtube.com/watch?v=tD77ZpJrLuw,rap,southern hip hop,trap,twitter-wave,cloud rap,rap,hip-hop,hip hop
ATB,Your Love (9PM),https://www.last.fm/music/ATB/_/Your+Love+(9PM),https://www.youtube.com/watch?v=kYUljI4Skjw,jazz,swing,oldies,christmas,crooners,christmas,jazz,swing
Taylor Swift,Should've Said No,https://www.last.fm/music/Taylor+Swift/_/Should%27ve+Said+No,https://www.youtube.com/watch?v=1maCbgtrM4w,rock,90s,alternative rock,alternative,pop punk,alternative rock,pop punk,rock
Madison Beer,Baby,https://www.last.fm/music/Madison+Beer/_/Baby,https://www.youtube.com/watch?v=z3szNvgQxHo,k-pop,korean,girl group,kpop,k-pop,korean,girl group,
Ariana Grande,raindrops (an angel cried),https://www.last.fm/music/Ariana+Grande/_/raindrops+(an+angel+cried),https://www.youtube.com/watch?v=U-GMDMnep3E,new wave,rock,indie rock,sad,post-punk,indie,post-punk,80s
Lil Baby,Hats Off (feat. Travis Scott),https://www.last.fm/music/Lil+Baby/_/Hats+Off+(feat.+Travis+Scott),https://www.youtube.com/watch?v=cMFWFhTFohk,indie rock,indie,rock,beautiful,melancholy,indie,indie rock,alternative
Joji,Your Man,https://www.last.fm/music/Joji/_/Your+Man,https://www.youtube.com/watch?v=RrtkU7i0qD8,synthpop,chill house,lo-fi,rnb,hip-hop,,,
ATB,Your Love (9PM),https://www.last.fm/music/ATB/_/Your+Love+(9PM),https://www.youtube.com/watch?v=zAgdFSKsSe8,trance,electronic,dance,vocal trance,techno,trance,electronic,dance
J Balvin,In Da Getto,https://www.last.fm/music/J+Balvin/_/In+Da+Getto,https://www.youtube.com/watch?v=MjlTKXujfwE,latin,house,reggaeton,electronic,latin house,reggaeton,pop,colombian
Still Woozy,Habit,https://www.last.fm/music/Still+Woozy/_/Habit,https://www.youtube.com/watch?v=Zb_LxDnGxcI,indie,bedroom pop,lo-fi,all,,,,
Madison Beer,Baby,https://www.last.fm/music/Madison+Beer/_/Baby,https://www.youtube.com/watch?v=GfsLT7W80AE,pop,sexy,hot,jam,pop,female vocalists,indie,
Jungle,Keep Moving,https://www.last.fm/music/Jungle/_/Keep+Moving,https://www.youtube.com/watch?v=7-lWzQd_xeQ,electronic,electropop,disco,electronic,psychedelic,jungle,,
Lil Baby,Hats Off (feat. Travis Scott),https://www.last.fm/music/Lil+Baby/_/Hats+Off+(feat.+Travis+Scott),https://www.youtube.com/watch?v=Ta4VBDPWbSc,travis scott,lil durk,lil baby,rap,hip-hop,hip hop,,
Lady Gaga,Alice,https://www.last.fm/music/Lady+Gaga/_/Alice,https://www.youtube.com/watch?v=wYLZq390IHg,pop,dance,lady gaga,2020s,pop,dance,electronic,
Fall Out Boy,Immortals,https://www.last.fm/music/Fall+Out+Boy/_/Immortals,https://www.youtube.com/watch?v=l9PxOanFjxQ,rock,soundtrack,big hero 6,disney,pop punk,rock,alternative,
The Strokes,At The Door,https://www.last.fm/music/The+Strokes/_/At+The+Door,https://www.youtube.com/watch?v=9CAz_vvsK9M,indie rock,synthpop,art pop,indie rock,indie,rock,,
Peach Tree Rascals,Mariposa,https://www.last.fm/music/Peach+Tree+Rascals/_/Mariposa,https://www.youtube.com/watch?v=U3RjdVmny6A,indie,rap,hip hop,indie pop,happy,indie,hip hop,indie pop
YBN Nahmir,Opp Stoppa (feat. 21 Savage),https://www.last.fm/music/YBN+Nahmir/_/Opp+Stoppa+(feat.+21+Savage),https://www.youtube.com/watch?v=UXXGfp-z850,hip-hop,rap,trap,hip-hop,rap,trap,,
Mac Miller,So It Goes,https://www.last.fm/music/Mac+Miller/_/So+It+Goes,https://www.youtube.com/watch?v=Uf24Uk6ZMLQ,rap,hip hop,rnb,american,mac miller,hip-hop,rap,hip hop
Nas,meeT joe blAck,https://www.last.fm/music/Nas/_/meeT+joe+blAck,https://www.youtube.com/watch?v=szaiIPewEZQ,hip-hop,rap,hip hop,east coast rap,nas,hip-hop,rap,hip hop
Beyoncé,Drunk in Love (feat. Jay-Z),https://www.last.fm/music/Beyonc%C3%A9/_/Drunk+in+Love+(feat.+Jay-Z),https://www.youtube.com/watch?v=p1JPKLa-Ofc,rnb,pop,female vocalists,soul,hip-hop,rnb,pop,female vocalists
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),https://www.last.fm/music/Fifth+Harmony/_/Work+from+Home+(feat.+Ty+Dolla+$ign),https://www.youtube.com/watch?v=5GL9JoH4Sws,pop,best of 2016,rnb,pop,female vocalists,x factor,,
Everglow,Adios,https://www.last.fm/music/Everglow/_/Adios,https://www.youtube.com/watch?v=4gX_p1VkgA4,k-pop,edm,kpop,korean,k-pop,korean,kpop,
Anarbor,18,https://www.last.fm/music/Anarbor/_/18,https://www.youtube.com/watch?v=_IHH2ibMjIQ,pop punk,pop punk,rock,indie,,,,
The Neighbourhood,Prey,https://www.last.fm/music/The+Neighbourhood/_/Prey,https://www.youtube.com/watch?v=lH-nvn5NBqE,indie,rock,folk,usa,indie,indie rock,indie pop,
D. Savage,Opera,https://www.last.fm/music/D.+Savage/_/Opera,https://www.youtube.com/watch?v=TdUnZAN-fOM,rap,hip hop,hip-hop,rnb,rap,hip hop,hip-hop,
Lana Del Rey,Groupie Love (feat. A$AP Rocky),https://www.last.fm/music/Lana+Del+Rey/_/Groupie+Love+(feat.+A$AP+Rocky),https://www.youtube.com/watch?v=tBwoRviPvVw,alternative,dream pop,alternative pop,indie,female vocalists,pop,,
Stevie Wonder,Sir Duke,https://www.last.fm/music/Stevie+Wonder/_/Sir+Duke,https://www.youtube.com/watch?v=EnNgASBdCeo,soul,funk,70s,motown,pop,soul,funk,motown
Blackbear,Do Re mi,https://www.last.fm/music/Blackbear/_/Do+Re+mi,https://www.youtube.com/watch?v=dfzlUHOFQ5k,rnb,rap,soul,electronic,pop,hip-hop,,
Radiohead,Daydreaming,https://www.last.fm/music/Radiohead/_/Daydreaming,https://www.youtube.com/watch?v=TTAU7lLDZYU,art pop,ambient pop,alternative,ambient,alternative,rock,alternative rock,
Justin Bieber,Off My Face,https://www.last.fm/music/Justin+Bieber/_/Off+My+Face,https://www.youtube.com/watch?v=AeZxDcjXbzE,hip-hop,acoustic,rnb,love at first listen,justin bieber,pop,rnb,justin bieber
Kelly Clarkson,Wrapped in Red,https://www.last.fm/music/Kelly+Clarkson/_/Wrapped+in+Red,https://www.youtube.com/watch?v=7IFfZRVRbqM,christmas,christmas songs,pop,pop,female vocalists,pop rock,,
Evanescence,My Immortal,https://www.last.fm/music/Evanescence/_/My+Immortal,https://www.youtube.com/watch?v=5anLPw0Efmo,rock,female vocalists,gothic,gothic rock,evanescence,gothic rock,rock,female vocalists
Lana Del Rey,Fucked My Way Up to the Top,https://www.last.fm/music/Lana+Del+Rey/_/Fucked+My+Way+Up+to+the+Top,https://www.youtube.com/watch?v=C_qmj7z1XhU,indie,alternative,lana del rey,whale sounds,indie,female vocalists,pop,
Disclosure,You & Me - Flume Remix,https://www.last.fm/music/Disclosure/_/You+&+Me+-+Flume+Remix,https://www.youtube.com/watch?v=yU7rzlMX2s4,electronic,uk garage,house,future garage,deep house,electronic,uk garage,house
ABBA,Take a Chance on Me,https://www.last.fm/music/ABBA/_/Take+a+Chance+on+Me,https://www.youtube.com/watch?v=-crgQGdpZR0,pop,70s,disco,abba,swedish,pop,disco,70s
Earl Sweatshirt,NOWHERE2GO,https://www.last.fm/music/Earl+Sweatshirt/_/NOWHERE2GO,https://www.youtube.com/watch?v=UCceUo94X1g,abstract hip-hop,rap,hip hop,experimental,hip-hop,rap,ofwgkta,
The Weeknd,Try Me,https://www.last.fm/music/The+Weeknd/_/Try+Me,https://www.youtube.com/watch?v=2DjM0lY4pbE,soul,rnb,trap,urban,rnb,electronic,canadian,
AJR,Bang!,https://www.last.fm/music/AJR/_/Bang%21,https://www.youtube.com/watch?v=4THFRpw68oQ,minor key tonality,acoustic rhythm piano,a subtle use of vocal harmony,a vocal-centric aesthetic,d flat minor,indie pop,pop,indie
KYLE,iSpy (feat. Lil Yachty),https://www.last.fm/music/KYLE/_/iSpy+(feat.+Lil+Yachty),https://www.youtube.com/watch?v=5XK4v2fgMPU,rap,hip-hop,kyle,lil yachty,hip-hop,rap,acoustic,
Jay-Z,Run This Town,https://www.last.fm/music/Jay-Z/_/Run+This+Town,https://www.youtube.com/watch?v=EeE7CfNs7Js,rap,hip-hop,rihanna,kanye west,hip-hop,rap,hip hop,
Lil Wayne,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","https://www.last.fm/music/Lil+Wayne/_/Sucker+For+Pain+(with+Wiz+Khalifa,+Imagine+Dragons,+Logic+&+Ty+Dolla+$ign+feat.+X+Ambassadors)",https://www.youtube.com/watch?v=-59jGD4WrmE,pop,rap,alternative,soundtrack,pop rap,,,
LUCKI,4 The Betta,https://www.last.fm/music/LUCKI/_/4+The+Betta,https://www.youtube.com/watch?v=7vyGnES3KlY,trap,,,,,,,
Drake,Started from the Bottom,https://www.last.fm/music/Drake/_/Started+from+the+Bottom,https://www.youtube.com/watch?v=RubBzkZzpUA,rap,hip hop,hip-hop,10s,hip-hop,rap,rnb,
$NOT,Moon & Stars (feat. Maggie Lindemann),https://www.last.fm/music/$NOT/_/Moon+&+Stars+(feat.+Maggie+Lindemann),https://www.youtube.com/watch?v=hHjyKQiuTyg,rap,hip-hop,trap,american,rap,hip-hop,trap,
Rich The Kid,Plug Walk,https://www.last.fm/music/Rich+The+Kid/_/Plug+Walk,https://www.youtube.com/watch?v=ToY6sjSV8h8,rap,hip-hop,rich the kid,trap,2018 single,rap,hip-hop,trap
Nena,99 Luftballons,https://www.last.fm/music/Nena/_/99+Luftballons,https://www.youtube.com/watch?v=7aLiT3wXko0,80s,german,pop,new wave,deutsch,pop,german,80s
STRAY KIDS,DOMINO,https://www.last.fm/music/STRAY+KIDS/_/DOMINO,https://www.youtube.com/watch?v=GH66aDut538,k-pop,rap,kpop,stray kids,k-pop,korean,kpop,
lil tjay,Not In The Mood (feat. Fivio Foreign & Kay Flock),https://www.last.fm/music/lil+tjay/_/Not+In+The+Mood+(feat.+Fivio+Foreign+&+Kay+Flock),None,rap,hip-hop,hip-hop,rap,american,,,
Trippie Redd,Demon Time (feat. Ski Mask The Slump God),https://www.last.fm/music/Trippie+Redd/_/Demon+Time+(feat.+Ski+Mask+The+Slump+God),https://www.youtube.com/watch?v=O1zpcGTL3FI,hyperpop,electronic trap,cloud rap,hip-hop,trap,rap,,
Beyoncé,7/11,https://www.last.fm/music/Beyonc%C3%A9/_/7%2F11,https://www.youtube.com/watch?v=k4YRWT_Aldo,clap clap clap,twerk,trap,twerk anthem,slay,rnb,pop,female vocalists
The Strokes,Eternal Summer,https://www.last.fm/music/The+Strokes/_/Eternal+Summer,https://www.youtube.com/watch?v=WGEvaQC5KX0,indie,rock,indie rock,pop rock,fantano was wrong,indie rock,indie,rock
João Gomes,Meu Pedaço de Pecado,https://www.last.fm/music/Jo%C3%A3o+Gomes/_/Meu+Peda%C3%A7o+de+Pecado,https://www.youtube.com/watch?v=H1DEczvTjgE,forro,pop,forro,pop,brazil,,,
Mitski,I Don't Smoke,https://www.last.fm/music/Mitski/_/I+Don%27t+Smoke,https://www.youtube.com/watch?v=aEk0Y8aygSc,experimental,indie,melancholic,sad,indie rock,indie,indie pop,
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),https://www.last.fm/music/DJ+Khaled/_/Wild+Thoughts+(feat.+Rihanna+&+Bryson+Tiller),https://www.youtube.com/watch?v=fyaI4-5849w,rnb,rap,hip-hop,hot,rihanna,hip-hop,rap,hip hop
Lana Del Rey,Gods & Monsters,https://www.last.fm/music/Lana+Del+Rey/_/Gods+&+Monsters,https://www.youtube.com/watch?v=KIibu7GHkxw,indie,indie pop,pop,fucking epic,indie,female vocalists,pop,
Halsey,Graveyard,https://www.last.fm/music/Halsey/_/Graveyard,https://www.youtube.com/watch?v=rPgaYeq9NvI,pop,indie,indie pop,alternative,pop,indie pop,indie,
Taylor Swift,Should've Said No,https://www.last.fm/music/Taylor+Swift/_/Should%27ve+Said+No,https://www.youtube.com/watch?v=dUisZV--Nbs,country,taylor swift,pop,female vocalists,pop,country,female vocalists,
Elton John,Goodbye Yellow Brick Road - Remastered 2014,https://www.last.fm/music/Elton+John/_/Goodbye+Yellow+Brick+Road+-+Remastered+2014,https://www.youtube.com/watch?v=0zXZIgnub6w,70s,soft rock,elton john,sad,artist radio,pop,classic rock,rock
Still Woozy,Window,https://www.last.fm/music/Still+Woozy/_/Window,https://www.youtube.com/watch?v=tiXfzapc2Js,indietronica,indie pop,bedroom pop,lo-fi,all,,,
Ms. Lauryn Hill,Ex-Factor,https://www.last.fm/music/Ms.+Lauryn+Hill/_/Ex-Factor,https://www.youtube.com/watch?v=cE-bnWqLqxE,rnb,neo-soul,soul,pop rap,soul,rnb,hip-hop,
beabadoobee,The Moon Song,https://www.last.fm/music/beabadoobee/_/The+Moon+Song,https://www.youtube.com/watch?v=xCx1eSdkyr0,indie pop,dream pop,lo-fi,bedroom pop,indie rock,indie pop,dream pop,bedroom pop
pinkpantheress,Last valentines,https://www.last.fm/music/pinkpantheress/_/Last+valentines,https://www.youtube.com/watch?v=IKHGaOJejY4,liquid drum and bass,electronic,bedroom pop,uk garage,drum and bass,rnb,uk garage,
Injury Reserve,Knees,https://www.last.fm/music/Injury+Reserve/_/Knees,https://www.youtube.com/watch?v=AvYU1mIMiuY,experimental rock,post-rock,experimental hip hop,alcohol,experimental hip hop,rap,hip hop,
All Time Low,Monsters (feat. Blackbear),https://www.last.fm/music/All+Time+Low/_/Monsters+(feat.+Blackbear),https://www.youtube.com/watch?v=6aIVwQFSnVc,pop punk,rock,minor key tonality,c minor,electric rock instrumentation,pop punk,powerpop,rock
The Ronettes,Be My Baby,https://www.last.fm/music/The+Ronettes/_/Be+My+Baby,https://www.youtube.com/watch?v=jrVbawRPO7I,60s,oldies,pop,soul,motown,60s,pop,soul
The Paper Kites,Bloom - Bonus Track,https://www.last.fm/music/The+Paper+Kites/_/Bloom+-+Bonus+Track,https://www.youtube.com/watch?v=8inJtTG_DuU,indie folk,mistagged,male vocalists,falling,like it,folk,indie,australian
Exo,The Eve,https://www.last.fm/music/Exo/_/The+Eve,https://www.youtube.com/watch?v=b6ycw7p9-bE,k-pop,soul,r&b,obese,better than the title track,k-pop,korean,exo
Ruel,Painkiller,https://www.last.fm/music/Ruel/_/Painkiller,https://www.youtube.com/watch?v=0p_B-9y8Tws,indie,rock,pop,alternative,rnb,pop,indie,indie pop
Run–D.M.C.,Christmas In Hollis,https://www.last.fm/music/Run%E2%80%93D.M.C./_/Christmas+In+Hollis,https://www.youtube.com/watch?v=OR07r0ZMFb8,hip-hop,vocal,christmas,holiday,christmas carol,rap,hip-hop,east coast rap
Willow,Marceline,https://www.last.fm/music/Willow/_/Marceline,https://www.youtube.com/watch?v=KRqhI8VEdrs,supreme,rnb,pop,post-rock,,,,
Juice WRLD,Reminds Me Of You,https://www.last.fm/music/Juice+WRLD/_/Reminds+Me+Of+You,https://www.youtube.com/watch?v=SMEZtIATpkQ,hip-hop,rap,emo rap,cloud rap,trap,hip-hop,rap,emo rap
Duke Dumont,Ocean Drive,https://www.last.fm/music/Duke+Dumont/_/Ocean+Drive,https://www.youtube.com/watch?v=KDxJlW6cxRk,electronic,2015,house,electro,house,electronic,electro,
Radiohead,Faust Arp,https://www.last.fm/music/Radiohead/_/Faust+Arp,https://www.youtube.com/watch?v=PRc0iMRoIoc,alternative,alternative rock,rock,radiohead,indie,alternative,rock,alternative rock
Vince Guaraldi Trio,Christmas Is Coming,https://www.last.fm/music/Vince+Guaraldi+Trio/_/Christmas+Is+Coming,https://www.youtube.com/watch?v=7TjOF3Uuz2M,christmas,soundtracks,jazz,instrumental,jazz,christmas,piano,
Muse,Plug In Baby,https://www.last.fm/music/Muse/_/Plug+In+Baby,https://www.youtube.com/watch?v=dbB-mICjkQM,alternative rock,rock,alternative,muse,british,alternative rock,rock,alternative
Michael Cera,Clay Pigeons,https://www.last.fm/music/Michael+Cera/_/Clay+Pigeons,https://www.youtube.com/watch?v=yscu2T5WIeQ,lo-fi,2014,folk,indie,lo-fi,folk,indie,
The 1975,Fallingforyou,https://www.last.fm/music/The+1975/_/Fallingforyou,https://www.youtube.com/watch?v=W3JJxS0gNkE,indie rock,indie,chill,fallingforyou,indie rock,indie,british,
